CHEMid,Smiles,data_source,ActivityValue_pIC50
CHEMBL5077243,O=C(NCc1cc2ccccc2[nH]1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,5.175223537524454
CHEMBL5089599,Cn1c(CNCC2CCC2)cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc21,CHEMBL4106140,5.29413628771608
CHEMBL5085379,O=C(NCc1cc2ccccn2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,5.29413628771608
CHEMBL5074552,O=C(NCc1ccc2cc(CNCC(F)(F)F)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,5.913640169325252
CHEMBL5086074,CC(=O)N(Cc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1)CC1CCC1,CHEMBL4106140,5.935542010773082
CHEMBL5087675,O=C(NCc1ccc2cc[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,5.962573502059376
CHEMBL5084106,O=C(NCc1ccc2cc(C3CCCCN3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.121478204498794
CHEMBL5094085,CC1CCN1Cc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,6.195179321278838
CHEMBL5086016,C#CCNCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,6.196542884351586
CHEMBL5090575,O=C(NCc1ccc2cc(CN3CCOCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.219682687859849
CHEMBL5080826,O=C(NCc1ccc2cc(CO)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.248720896016658
CHEMBL5087448,c1ccc2c(-n3cc(Cc4ccc5cc(CNCC6CCC6)[nH]c5c4)nn3)cncc2c1,CHEMBL4106140,6.305394801066432
CHEMBL5092433,O=C(NCc1ccc2cc(CN3CC(F)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.311580177997289
CHEMBL5069440,O=C(NCc1ccc2cc(CN3CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.351639989019068
CHEMBL5071012,O=C(NCc1ccc2cc(CN3CC(O)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.42712839779952
CHEMBL5080547,CC(C)(C)OC1CN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,6.510041520575165
CHEMBL5084778,O=C(NCc1ccc2cc(CNCC#CC3CC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.585026652029182
CHEMBL5088744,N#Cc1ncc(F)cc1-c1cn(Cc2ccc3cc(CNCC4CCC4)[nH]c3c2)nn1,CHEMBL4106140,6.586700235918748
CHEMBL5071076,O=C(NCc1ccc2cc(CN3CCCC3CO)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.642065152999546
CHEMBL5076871,CC#CCNCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,6.701146923590294
CHEMBL5085063,O=C(NCc1ccc2cc(CNCc3cn4ccccc4n3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.714442690992226
CHEMBL5082616,O=C(NCc1ccc2cc(CNCC3CCC3)[nH]c2n1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.716698771296451
CHEMBL5071121,CC#CCCNCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,6.732828271596986
CHEMBL5092591,COC1CN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,6.801342913045578
CHEMBL5088339,O=C(NCc1ccc2cc(CN3CC(OCC(F)(F)F)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.823908740944319
CHEMBL5080382,O=C(NCc1ccc2cc(CN3CCC4(CCO4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.903089986991944
CHEMBL5076475,O=C(NCc1ccc2cc(CCN3CC4(CCC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.928117992693875
CHEMBL5075952,CCOC1CN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,6.94692155651658
CHEMBL5082442,O=C(NCc1ccc2cc(CN3CC(C(F)(F)F)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,6.97469413473523
CHEMBL5086726,O=C(NCc1ccc2cc(CN3CC4CC3C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.052566278112949
CHEMBL5094602,CC(C)(C)NCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,7.092051478387727
CHEMBL5072877,CC1CN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,7.1232050237993
CHEMBL5085249,CC1(C)CCCN1Cc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,7.145086977692144
CHEMBL5088748,N#Cc1ncc(Cl)cc1-c1cn(Cc2ccc3cc(CNCC4CCC4)[nH]c3c2)nn1,CHEMBL4106140,7.148497047229456
CHEMBL5092305,O=C(NCc1ccc2cc(CNC34CC(C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.149966742310231
CHEMBL5094592,O=C(NCc1ccc2cc(CN3CC(C(F)F)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.168770306132937
CHEMBL5075229,O=C(NCc1ccc2cc(CNC3CC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.177831920631983
CHEMBL5090531,O=C(NCc1ccc2cc(CNC3C4CCCC43)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.453457336521869
CHEMBL5077360,COc1cnc(C#N)c(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)c1,CHEMBL4106140,7.460923901207224
CHEMBL5090273,O=C(NCc1ccc2nc(CNCC3CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.493494967595128
CHEMBL5080925,COc1cnc(C#N)c(-c2cn(Cc3ccc4cc(CN5CCC(C)(C)CC5)[nH]c4c3)nn2)c1,CHEMBL4106140,7.5718652059712115
CHEMBL5085218,O=C(NCc1ccc2cc(CN3CCCCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.5718652059712115
CHEMBL5087353,COc1cnc(C#N)c(-c2cn(Cc3ccc4cc(CN5CCC6(CCC6)C5)[nH]c4c3)nn2)c1,CHEMBL4106140,7.578396073130169
CHEMBL5091271,O=C(NCc1ccc2cc(CN3CC4CCC3C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.61261017366127
CHEMBL5075759,c1cc(-c2cn(Cc3ccc4cc(CNC5CC5)[nH]c4c3)nn2)c2cn[nH]c2c1,CHEMBL4106140,7.655607726314889
CHEMBL5074621,FC1(F)CC(CNCc2cc3ccc(Cc4cn(-c5cccn6cncc56)nn4)cc3[nH]2)C1,CHEMBL4106140,7.714442690992226
CHEMBL5086815,O=C(NCc1ccc2cc(CNC3CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.716698771296451
CHEMBL5081561,CC(C)(C)CNCc1cc2ccc(CNC(=O)c3cnc4[nH]ccc4c3)cc2[nH]1,CHEMBL4106140,7.72584215073632
CHEMBL5076049,COC12CC(CNCc3cc4ccc(CNC(=O)c5cc(=O)n6ccccc6n5)cc4[nH]3)(C1)C2,CHEMBL4106140,7.749579997691106
CHEMBL5075670,O=C(NCc1ccc2cc(CNCC3(F)CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.75448733218585
CHEMBL5091610,O=C(NCc1ccc2cc(CN3CC4CC4C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.764471553092451
CHEMBL5086280,c1cc(-c2noc(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)n2)c2cn[nH]c2c1,CHEMBL4106140,7.798602875679548
CHEMBL5091514,O=C(NCc1ccc2cc(CNC[C@H]3C[C@H]4CC[C@@H]3O4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.806875401645538
CHEMBL5084472,O=C(NCc1ccc2cc(CNC[C@@H]3C[C@H]4CC[C@@H]3O4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.82102305270683
CHEMBL5086933,CC(C)(C)C1(NCc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)CC1,CHEMBL4106140,7.829738284605042
CHEMBL5081748,O=C(NCc1ccc2cc(CN3CCC(F)CC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.853871964321762
CHEMBL5093801,O=C(NCc1ccc2cc(CN3CCC4(CC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.8696662315049934
CHEMBL5074803,O=C(NCc1ccc2cc(CNCC3CCC3)[nH]c2c1)c1cccc2[nH]ncc12,CHEMBL4106140,7.903089986991944
CHEMBL5077754,O=C(NCc1cc2[nH]c(CNCC3CC3)cc2cc1F)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.910448117113546
CHEMBL5081710,O=C(NCc1ccc2cc(CNCC3(O)CCCCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.931814138253839
CHEMBL5082664,O=C(NCc1ccc2cc(CNCC3CCCCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.931814138253839
CHEMBL5074636,c1cc(-c2cn(Cc3ccc4cc(CNCC5CC5)[nH]c4c3)nn2)c2cn[nH]c2c1,CHEMBL4106140,7.935542010773082
CHEMBL5086578,O=C(NCc1ccc2cc(CNCC3CCC3)[nH]c2c1)c1cc(=O)n2c(n1)CCCC2,CHEMBL4106140,7.943095148663527
CHEMBL5073136,CN(Cc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1)CC1CCC1,CHEMBL4106140,7.94692155651658
CHEMBL5089383,O=C(NCc1ccc2cc(CN[C@@H]3CCC[C@H]3O)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.97061622231479
CHEMBL5084501,O=C(NCc1ccc2cc(CNCC3CC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.97061622231479
CHEMBL5084941,c1cc(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)c2[nH]ncc2c1,CHEMBL4106140,7.97469413473523
CHEMBL5069913,O=C(NCc1ccc2cc(CN[C@@H]3CCC[C@@H]3O)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,7.991399828238082
CHEMBL5088923,O=C(NCc1ccc2cc(CNCc3ccccc3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.006123085058789
CHEMBL5075832,O=C(NCc1ccc2cc(CN3CC4CC(C4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.020907099361674
CHEMBL5079410,CC1(C)CN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,8.03058408764602
CHEMBL5089583,COC1(CNCc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)CCC1,CHEMBL4106140,8.03058408764602
CHEMBL5091794,O=C(NCc1ccc2cc(CN3CC(C4CC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.034328028779893
CHEMBL5092116,O=C(NCc1ccc2cc(CNCC3CC4(CC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.03526907894637
CHEMBL5087560,O=C(NCc1ccc2cc(CNCC34CC(CF)(C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.047207556955907
CHEMBL5079097,CC(C)CNCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,8.063486257521106
CHEMBL5079801,COc1cc(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)c2cncn2c1,CHEMBL4106140,8.089375595110798
CHEMBL5087709,O=C(NCc1ccc2cc(CNCC3CCO3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.090925598599096
CHEMBL5088959,FC1(F)CC(CNCc2cc3ccc(Cc4cn(-c5cccc6[nH]ncc56)nn4)cc3[nH]2)C1,CHEMBL4106140,8.101823516502323
CHEMBL5089083,O[C@@H]1CCC[C@@H]1NCc1cc2ccc(Cn3cc(-c4cccc5[nH]ncc45)nn3)cc2[nH]1,CHEMBL4106140,8.106238237942057
CHEMBL5081398,N#CC12CC(CNCc3cc4ccc(CNC(=O)c5cc(=O)n6ccccc6n5)cc4[nH]3)(C1)C2,CHEMBL4106140,8.122628654130226
CHEMBL5076352,CC(C)(C)C1CN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,8.142667503568731
CHEMBL5086203,c1cc(-n2cc(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)c2cn[nH]c2c1,CHEMBL4106140,8.153662887870194
CHEMBL5074673,CC(C)(C)C(C)(C)NCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,8.15552282425432
CHEMBL5080380,COc1cnc(C#N)c(-c2cn(Cc3ccc4cc(CNCC56CC(F)(C5)C6)[nH]c4c3)nn2)c1,CHEMBL4106140,8.160521952625801
CHEMBL5083560,O=C(NCc1cnc2cc(CNCC3CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.163675884293248
CHEMBL5088911,c1cc(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)cn2)c2cn[nH]c2c1,CHEMBL4106140,8.16621562534352
CHEMBL5085911,COc1cncc(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)c1,CHEMBL4106140,8.167491087293763
CHEMBL5083798,CC1CC(CNCc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,8.176525770829699
CHEMBL5076828,O=C(NCc1ccc2cc(CN3CC4CCC3CC4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.1791420105603
CHEMBL5085032,FC12CC(CNCc3cc4cnc(Cn5cc(-c6cccn7cncc67)nn5)cc4[nH]3)(C1)C2,CHEMBL4106140,8.185086818724926
CHEMBL5078633,c1cc(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)c2cncn2c1,CHEMBL4106140,8.200659450546418
CHEMBL5075732,O=C(NCc1ccc2cc(CNCC3CC3(F)F)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.202040356262804
CHEMBL5088632,O=C(NCc1ccc2cc(CNC34CC5CC(CC(C5)C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5088101,O=C(NCc1ccc2cc(CNC3CCCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5088189,O=C(NCc1cc2[nH]c(CNCC3CCC3)cc2cn1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5079802,O=C(NCc1ccc2cc(CN3CCC4(CCC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5088945,O=C(NCc1ccc2cc(CN3CC4(C3)CC(F)(F)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5080594,O=C(NCc1ccc2cc(CNC3CC34CCC4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5078481,O=C(NCc1ccc2cc(CN3CC4(CC(F)C4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5078518,O=C(NCc1ccc2cc(CN[C@H]3CCC[C@H]3O)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5085938,CC12CC(CNCc3cc4ccc(CNC(=O)c5cc(=O)n6ccccc6n5)cc4[nH]3)(C1)C2,CHEMBL4106140,8.214670164989233
CHEMBL5090558,O=C(NCc1ccc2cc(CNCC3CC(F)(F)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5078147,c1cc(-c2cn(Cc3cc4[nH]c(CN5CCC6(CCC6)C5)cc4cn3)nn2)c2cncn2c1,CHEMBL4106140,8.214670164989233
CHEMBL5084729,O=C(NCc1ccc2cc(CN3CC(C4CCC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5080742,O=C(NCc1cc2[nH]c(CNCC3CCC3)cc2cc1F)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5088861,O=C(NCc1ccc2cc(CN3CC4CCCC4C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5084766,FC12CC(CNCc3cc4ccc(Cn5cc(-c6cccn7cncc67)nn5)cc4[nH]3)(C1)C2,CHEMBL4106140,8.214670164989233
CHEMBL5094900,O=C(NCc1ccc2cc(CN3CCC4(CCCC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5086015,[2H]C([2H])(NCC1CCC1)c1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,8.214670164989233
CHEMBL5076673,O=C(NCc1ccc2cc(CNC3CCCCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5083389,O=C(NCc1ccc2cc(CNCC34CC(F)(C3)C4)[nH]c2c1)c1cc(=O)n2ccsc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5077802,O=C(NCc1ccc2cc(CNCC3CCC3)[nH]c2c1)c1cnc2[nH]ccc2c1,CHEMBL4106140,8.214670164989233
CHEMBL5094327,O=C(NCc1ccc2cc(CNCC3(O)CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5076245,O=C(NCc1cnc2cc(CNCC34CC(F)(C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5094624,c1cc(-c2cn(Cc3ccc4cc(CN5CC6(CCC6)C5)[nH]c4c3)nn2)c2cn[nH]c2c1,CHEMBL4106140,8.214670164989233
CHEMBL5094271,c1cc2cc(-c3cn(Cc4ccc5cc(CNCC6CCC6)[nH]c5c4)cn3)cnc2[nH]1,CHEMBL4106140,8.214670164989233
CHEMBL5076772,O=C(NCc1ccc2cc(CN3CC4(CCCCC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5089625,O=C(NCc1cc2[nH]c(CNCC34CC(C3)C4)cc2cn1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5078682,CC1(CNCc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)CC1,CHEMBL4106140,8.214670164989233
CHEMBL5074655,O=C(NCc1ccc2cc(CNCC34CCC(C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5085617,CC(C)(C)CNCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1,CHEMBL4106140,8.214670164989233
CHEMBL5092868,CCC1(CC)CN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,8.214670164989233
CHEMBL5084043,O=C(NCc1ccc2cc(CNCC3CCCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5072426,CC12CC(CNCc3cc4cnc(CNC(=O)c5cc(=O)n6ccccc6n5)cc4[nH]3)(C1)C2,CHEMBL4106140,8.214670164989233
CHEMBL5082086,O=C(NCc1ccc2cc(CNCC3(O)CCCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5093034,c1cc(-c2cn(Cc3cc4[nH]c(CNCC5CCC5)cc4cn3)nn2)c2cn[nH]c2c1,CHEMBL4106140,8.214670164989233
CHEMBL5076520,CC1(NCc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)CCCC1,CHEMBL4106140,8.214670164989233
CHEMBL5079212,O=C(NCc1ccc2cc(CNCC34CC(C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5075825,c1cc2cc(-c3cn(Cc4ccc5cc(CNCC6CCC6)[nH]c5c4)nn3)cnc2[nH]1,CHEMBL4106140,8.214670164989233
CHEMBL5077434,OC1(CNCc2cc3ccc(Cn4cc(-c5cccc6[nH]ncc56)nn4)cc3[nH]2)CCC1,CHEMBL4106140,8.214670164989233
CHEMBL5081976,O=C(NCc1ccc2c(F)c(CNCC3CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5094313,O=C(NCc1ccc2cc(CNCC3CC34CC4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5092443,CC1(C)CCN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)C1,CHEMBL4106140,8.214670164989233
CHEMBL5089824,O=C(NCc1ccc2cc(CN3CC4(CCCC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5079667,c1cc(-c2cn(Cc3ccc4cc(CNC5CCCC5)[nH]c4c3)nn2)c2cn[nH]c2c1,CHEMBL4106140,8.214670164989233
CHEMBL5081554,O=C(NCc1ccc2cc(CN3CC4(CCC4)C3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5081555,O=C(NCc1ccc2cc(CN[C@H]3CCC[C@@H]3O)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5075067,O=C(NCc1ccc2cc(CNCC3CCC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5094112,COc1cnc(C#N)c(-c2cn(Cc3ccc4cc(CNCC56CC(C5)C6)[nH]c4c3)nn2)c1,CHEMBL4106140,8.214670164989233
CHEMBL5079539,O=C(NCc1cc2[nH]c(CNCC34CC(F)(C3)C4)cc2cn1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5075128,O=c1cc(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)nc2ccccn12,CHEMBL4106140,8.214670164989233
CHEMBL5085313,O=C(NCc1cc2[nH]c(CN3CCC4(CCC4)C3)cc2cn1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5089058,O=C(NCc1cnc2cc(CNCC34CC(C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5083370,O=C(NCc1ccc2cc(CNC3(C4CCC4)CC3)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5082807,O=C(NCc1ccc2cc(CNCC34CC(F)(C3)C4)[nH]c2c1)c1cc(=O)n2ccccc2n1,CHEMBL4106140,8.214670164989233
CHEMBL5091295,CC(NCc1cc2ccc(CNC(=O)c3cc(=O)n4ccccc4n3)cc2[nH]1)C12CC(F)(C1)C2,CHEMBL4106140,8.214670164989233
CHEMBL5091296,c1cc(-c2cn(Cc3ccc4cc(CNCC5CCC5)[nH]c4c3)nn2)c2cn[nH]c2c1,CHEMBL4106140,8.214670164989233
CHEMBL5071936,c1cc(-c2cn(Cc3cnc4cc(CNCC5CCC5)[nH]c4c3)nn2)c2cn[nH]c2c1,CHEMBL4106140,8.214670164989233
CHEMBL5079530,CC1(CNCc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)CCC1,CHEMBL4106140,8.214670164989233
CHEMBL5076382,CC1(C)CCN(Cc2cc3ccc(CNC(=O)c4cc(=O)n5ccccc5n4)cc3[nH]2)CC1,CHEMBL4106140,8.415668775632469
